date	Price
1407	4.71
1406	4.71
1405	4.70
1404	4.71
1403	4.71
1402	4.71
1401	4.70
1400	4.71
1359	4.70
1358	4.70
1357	4.71
1356	4.71
1355	4.71
1354	4.70
1353	4.70
1352	4.70
1351	4.70
1350	4.71
1349	4.71
1348	4.71
1347	4.70
1346	4.71
1345	4.70
1344	4.70
1343	4.70
1342	4.70
1341	4.71
1340	4.70
1339	4.70
1338	4.70
1337	4.70
1336	4.70
1335	4.70
1334	4.70
1333	4.70
1332	4.70
1331	4.71
1330	4.71
1329	4.71
1328	4.70
1327	4.70
1326	4.71
1325	4.70
1324	4.70
1323	4.70
1322	4.71
1321	4.71
1320	4.71
1319	4.70
1318	4.71
1317	4.71
1316	4.71
1315	4.71
1314	4.70
1313	4.70
1312	4.70
1311	4.71
1310	4.71
1309	4.71
1308	4.71
1307	4.71
1306	4.71
1305	4.70
1304	4.71
1303	4.71
1302	4.70
1301	4.70
1300	4.70
1200	4.71
1159	4.71
1158	4.71
1157	4.71
1156	4.70
1155	4.70
1154	4.71
1153	4.71
1152	4.70
1151	4.70
1150	4.70
1149	4.70
1148	4.70
1147	4.71
1146	4.70
1145	4.71
1144	4.70
1143	4.70
1142	4.69
1141	4.70
1140	4.70
1139	4.70
1138	4.70
1137	4.70
1136	4.70
1135	4.69
1134	4.69
1133	4.69
1132	4.69
1131	4.70
1130	4.71
1129	4.71
1128	4.71
1127	4.71
1126	4.71
1125	4.70
1124	4.70
1123	4.71
1122	4.70
1121	4.70
1120	4.70
1119	4.71
1118	4.70
1117	4.71
1116	4.71
1115	4.71
1114	4.71
1113	4.70
1112	4.70
1111	4.70
1110	4.71
1109	4.70
1108	4.71
1107	4.70
1106	4.70
1105	4.71
1104	4.70
1103	4.71
1102	4.71
1101	4.71
1100	4.71
1059	4.71
1058	4.71
1057	4.71
1056	4.70
1055	4.70
1054	4.71
1053	4.70
1052	4.71
1051	4.70
1050	4.70
1049	4.71
1048	4.71
1047	4.71
1046	4.71
1045	4.70
1044	4.71
1043	4.70
1042	4.71
1041	4.70
1040	4.71
1039	4.70
1038	4.71
1037	4.71
1036	4.71
1035	4.71
1034	4.70
1033	4.70
1032	4.70
1031	4.70
1030	4.70
1029	4.71
1028	4.71
1027	4.71
1026	4.71
1025	4.71
1024	4.71
1023	4.71
1022	4.71
1021	4.70
1020	4.71
1019	4.71
1018	4.70
1017	4.71
1016	4.70
1015	4.70
1014	4.70
1013	4.70
1012	4.71
1011	4.71
1010	4.70
1009	4.70
1008	4.70
1007	4.70
1006	4.68
1005	4.69
1004	4.69
1003	4.69
1002	4.69
1001	4.69
1000	4.68
0959	4.68
0958	4.68
0957	4.69
0956	4.69
0955	4.68
0954	4.70
0953	4.69
0952	4.70
0951	4.70
0950	4.70
0949	4.70
0948	4.69
0947	4.69
0946	4.70
0945	4.68
0944	4.68
0943	4.68
0942	4.69
0941	4.68
0940	4.69
0939	4.69
0938	4.69
0937	4.69
0936	4.69
0935	4.69
0934	4.70
0933	4.70
0932	4.69
0931	4.70
0930	4.69

