                  联想集团 (00992)
      时间	    开盘	    最高	    最低	    收盘	         成交量	  6FC.FS1   	  6FC.FS2   	  6FC.FL4   	  6FC.FL6   	  6FC.FL12  	  6FC.FL18  	  6FC.FL24  	  6FC.FT    	  6FC.FB    	  6FC.FHH   	  6FC.FLL   	  6FC.      	  6FC.      	XXFCN.FC    	XXFCN.FA    	XXFCN.FCD   	XXFCN.FFCD  	XXFCN.LCD   	XXFCN.LLCD  	XXFCN.FDH   	XXFCN.FDL   	XXFCN.      	XXFCN.      	 MACD.DIF   	 MACD.DEA   	 MACD.MACD  	
 2017/01/27	   5.120	   5.150	   5.100	   5.110	         237511	      5.066	      5.053	      5.203	      5.131	      4.920	      4.789	      4.918	      5.100	      5.006	      5.146	      4.944	      0.000	      0.000	     -0.019	     -0.009	     -0.122	     -0.160	      0.044	      0.038	     -0.017	     -0.249	      0.000	      0.000	      0.011	      0.013	     -0.004	
 2017/02/02	   5.090	   5.100	   5.000	   5.010	         423741	      5.078	      5.033	      5.192	      5.143	      4.935	      4.795	      4.912	      5.086	      4.981	      5.138	      4.912	      0.000	      0.000	     -0.111	     -0.085	     -0.129	     -0.167	      0.008	      0.022	     -0.035	     -0.247	      0.000	      0.000	      0.009	      0.012	     -0.007	
 2017/02/03	   5.010	   5.050	   4.980	   5.000	         683832	      5.065	      5.015	      5.174	      5.149	      4.947	      4.800	      4.906	      5.065	      4.966	      5.125	      4.889	      0.000	      0.000	     -0.111	     -0.101	     -0.132	     -0.163	     -0.027	      0.007	     -0.049	     -0.234	      0.000	      0.000	      0.007	      0.011	     -0.009	
 2017/02/06	   5.020	   5.040	   4.980	   5.040	         333806	      5.036	      5.004	      5.148	      5.154	      4.959	      4.804	      4.898	      5.049	      4.959	      5.114	      4.879	      0.000	      0.000	     -0.061	     -0.081	     -0.126	     -0.152	     -0.059	     -0.006	     -0.058	     -0.208	      0.000	      0.000	      0.006	      0.010	     -0.009	
 2017/02/07	   5.030	   5.050	   5.010	   5.020	         352444	      5.008	      5.008	      5.120	      5.161	      4.973	      4.808	      4.892	      5.044	      4.972	      5.111	      4.894	      0.000	      0.000	     -0.078	     -0.072	     -0.107	     -0.131	     -0.089	     -0.017	     -0.058	     -0.167	      0.000	      0.000	      0.005	      0.009	     -0.009	
 2017/02/08	   5.060	   5.150	   5.020	   5.150	         604700	      5.034	      5.031	      5.103	      5.172	      4.989	      4.814	      4.886	      5.072	      4.990	      5.134	      4.922	      0.000	      0.000	      0.049	      0.005	     -0.074	     -0.101	     -0.114	     -0.023	     -0.039	     -0.115	      0.000	      0.000	      0.006	      0.009	     -0.005	
 2017/02/09	   5.180	   5.240	   5.120	   5.160	        1019560	      5.125	      5.082	      5.103	      5.190	      5.011	      4.825	      4.883	      5.127	      5.038	      5.180	      4.981	      1.000	      1.000	      0.042	      0.055	     -0.021	     -0.061	     -0.128	     -0.024	      0.012	     -0.058	      0.000	      0.000	      0.007	      0.009	     -0.002	
 2017/02/10	   5.200	   5.230	   5.180	   5.200	         708724	      5.196	      5.133	      5.109	      5.209	      5.034	      4.837	      4.880	      5.168	      5.097	      5.215	      5.047	      0.000	      0.000	      0.063	      0.066	      0.022	     -0.013	     -0.133	     -0.022	      0.069	     -0.032	      0.000	      0.000	      0.009	      0.009	      0.000	
 2017/02/13	   5.220	   5.240	   5.190	   5.220	         457832	      5.238	      5.175	      5.125	      5.223	      5.056	      4.849	      4.879	      5.206	      5.144	      5.254	      5.089	      0.000	      0.000	      0.065	      0.062	      0.052	      0.035	     -0.129	     -0.016	      0.112	     -0.019	      0.000	      0.000	      0.010	      0.009	      0.002	
 2017/02/14	   5.220	   5.230	   5.170	   5.200	         502474	      5.243	      5.197	      5.134	      5.234	      5.077	      4.862	      4.877	      5.225	      5.168	      5.281	      5.101	      0.000	      0.000	      0.029	      0.029	      0.057	      0.069	     -0.119	     -0.010	      0.126	     -0.023	      0.000	      0.000	      0.010	      0.009	      0.003	
 2017/02/15	   5.200	   5.270	   5.190	   5.230	        1201103	      5.243	      5.215	      5.149	      5.246	      5.098	      4.877	      4.877	      5.248	      5.182	      5.316	      5.103	      1.000	      1.000	      0.037	      0.037	      0.056	      0.087	     -0.106	     -0.004	      0.128	     -0.027	      1.000	      0.000	      0.011	      0.009	      0.003	
 2017/02/16	   5.250	   5.250	   4.860	   4.880	        2813669	      5.140	      5.190	      5.134	      5.236	      5.108	      4.887	      4.872	      5.273	      5.106	      5.351	      5.026	      1.000	      1.000	     -0.310	     -0.193	      0.013	      0.073	     -0.096	     -0.002	      0.086	     -0.063	      1.000	      0.000	      0.005	      0.009	     -0.007	
 2017/02/17	   4.840	   4.850	   4.680	   4.700	        2694634	      4.922	      5.087	      5.073	      5.193	      5.102	      4.887	      4.860	      5.177	      4.998	      5.255	      4.917	      0.000	      0.000	     -0.445	     -0.401	     -0.091	      0.008	     -0.098	     -0.008	     -0.025	     -0.166	      0.000	      0.000	     -0.003	      0.007	     -0.019	
 2017/02/20	   4.680	   4.780	   4.630	   4.760	        1174547	      4.740	      4.969	      5.010	      5.143	      5.091	      4.886	      4.850	      5.063	      4.874	      5.143	      4.781	      0.000	      0.000	     -0.334	     -0.370	     -0.194	     -0.093	     -0.113	     -0.022	     -0.123	     -0.288	      0.000	      0.000	     -0.007	      0.004	     -0.023	
 2017/02/21	   4.770	   4.770	   4.670	   4.700	         771393	      4.641	      4.862	      4.959	      5.095	      5.081	      4.884	      4.842	      4.951	      4.773	      5.045	      4.655	      0.000	      0.000	     -0.347	     -0.334	     -0.272	     -0.202	     -0.137	     -0.042	     -0.177	     -0.394	      0.000	      0.000	     -0.012	      0.001	     -0.026	
 2017/02/22	   4.720	   4.750	   4.690	   4.700	         587786	      4.608	      4.766	      4.913	      5.044	      5.070	      4.884	      4.835	      4.841	      4.690	      4.964	      4.540	      0.000	      0.000	     -0.301	     -0.288	     -0.325	     -0.302	     -0.164	     -0.066	     -0.199	     -0.474	      0.000	      0.000	     -0.015	     -0.002	     -0.026	
 2017/02/23	   4.690	   4.690	   4.610	   4.650	        1299226	      4.616	      4.663	      4.863	      4.985	      5.055	      4.878	      4.829	      4.727	      4.599	      4.890	      4.412	      0.000	      0.000	     -0.296	     -0.296	     -0.372	     -0.386	     -0.194	     -0.094	     -0.216	     -0.542	      0.000	      0.000	     -0.018	     -0.005	     -0.027	
 2017/02/24	   4.650	   4.780	   4.640	   4.740	        1082107	      4.680	      4.602	      4.826	      4.936	      5.043	      4.874	      4.823	      4.670	      4.534	      4.870	      4.312	      0.000	      0.000	     -0.159	     -0.179	     -0.370	     -0.431	     -0.221	     -0.121	     -0.199	     -0.548	      0.000	      0.000	     -0.018	     -0.007	     -0.022	
 2017/02/27	   4.720	   4.730	   4.680	   4.700	         354871	      4.695	      4.570	      4.792	      4.891	      5.028	      4.869	      4.817	      4.627	      4.513	      4.858	      4.265	      0.000	      0.000	     -0.152	     -0.149	     -0.336	     -0.428	     -0.241	     -0.145	     -0.165	     -0.504	      0.000	      0.000	     -0.019	     -0.009	     -0.019	
 2017/02/28	   4.680	   4.710	   4.650	   4.660	         652167	      4.684	      4.553	      4.754	      4.848	      5.014	      4.863	      4.809	      4.596	      4.509	      4.849	      4.250	      0.000	      0.000	     -0.147	     -0.134	     -0.288	     -0.382	     -0.253	     -0.165	     -0.128	     -0.431	      0.000	      0.000	     -0.020	     -0.011	     -0.017	
 2017/03/01	   4.680	   4.690	   4.650	   4.670	         383481	      4.677	      4.555	      4.716	      4.812	      4.999	      4.860	      4.801	      4.582	      4.528	      4.843	      4.272	      0.000	      0.000	     -0.096	     -0.096	     -0.224	     -0.311	     -0.256	     -0.178	     -0.089	     -0.331	      0.000	      0.000	     -0.020	     -0.013	     -0.014	
 2017/03/02	   4.730	   4.750	   4.660	   4.660	         458557	      4.696	      4.585	      4.682	      4.780	      4.984	      4.856	      4.792	      4.604	      4.567	      4.861	      4.332	      0.000	      0.000	     -0.071	     -0.041	     -0.138	     -0.219	     -0.248	     -0.185	     -0.039	     -0.230	      0.000	      0.000	     -0.020	     -0.014	     -0.011	
 2017/03/03	   4.630	   4.700	   4.620	   4.670	         549755	      4.670	      4.627	      4.642	      4.746	      4.968	      4.851	      4.783	      4.637	      4.617	      4.872	      4.422	      0.000	      0.000	     -0.023	     -0.029	     -0.051	     -0.114	     -0.229	     -0.186	      0.041	     -0.164	      0.000	      0.000	     -0.019	     -0.015	     -0.008	
 2017/03/06	   4.690	   4.720	   4.660	   4.680	         355435	      4.678	      4.669	      4.618	      4.717	      4.955	      4.848	      4.775	      4.694	      4.645	      4.885	      4.497	      0.000	      0.000	      0.017	      0.024	      0.028	     -0.008	     -0.202	     -0.181	      0.148	     -0.117	      0.000	      0.000	     -0.018	     -0.016	     -0.005	
 2017/03/07	   4.670	   4.720	   4.670	   4.710	         373427	      4.690	      4.680	      4.603	      4.690	      4.942	      4.846	      4.767	      4.705	      4.655	      4.850	      4.548	      0.000	      0.000	      0.069	      0.059	      0.068	      0.073	     -0.172	     -0.173	      0.217	     -0.100	      0.000	      0.000	     -0.017	     -0.016	     -0.002	
 2017/03/08	   4.680	   4.720	   4.670	   4.690	         323683	      4.695	      4.682	      4.585	      4.667	      4.928	      4.842	      4.760	      4.709	      4.656	      4.812	      4.578	      0.000	      0.000	      0.067	      0.070	      0.094	      0.129	     -0.139	     -0.163	      0.264	     -0.086	      0.000	      1.000	     -0.015	     -0.016	      0.000	
 2017/03/09	   4.670	   4.690	   4.630	   4.660	         242758	      4.676	      4.678	      4.563	      4.647	      4.913	      4.837	      4.752	      4.705	      4.651	      4.774	      4.589	      0.000	      0.000	      0.050	      0.050	      0.107	      0.160	     -0.107	     -0.153	      0.281	     -0.070	      0.000	      1.000	     -0.015	     -0.016	      0.001	
 2017/03/10	   4.680	   4.680	   4.610	   4.660	         379677	      4.662	      4.671	      4.542	      4.628	      4.898	      4.832	      4.746	      4.698	      4.644	      4.746	      4.588	      0.000	      0.000	      0.059	      0.049	      0.111	      0.168	     -0.076	     -0.143	      0.279	     -0.048	      0.000	      0.000	     -0.014	     -0.015	      0.002	
数据来源:通达信
